Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,filename
28-June-2024,362.0,362.0,352.0,356.65,6100,123,GALLANTT ISPAT LIMITED
27-June-2024,365.8,365.8,355.0,360.0,5594,128,GALLANTT ISPAT LIMITED
26-June-2024,368.0,368.0,355.0,357.0,7278,221,GALLANTT ISPAT LIMITED
25-June-2024,367.0,372.0,355.5,364.45,6966,184,GALLANTT ISPAT LIMITED
24-June-2024,355.0,363.0,352.2,359.8,5352,119,GALLANTT ISPAT LIMITED
21-June-2024,350.75,362.0,350.75,361.25,2807,92,GALLANTT ISPAT LIMITED
20-June-2024,346.4,355.0,334.0,350.75,17561,306,GALLANTT ISPAT LIMITED
19-June-2024,347.0,349.9,339.95,347.9,46051,894,GALLANTT ISPAT LIMITED
18-June-2024,318.0,333.25,313.5,333.25,28857,363,GALLANTT ISPAT LIMITED
14-June-2024,323.95,323.95,310.0,317.4,3742,141,GALLANTT ISPAT LIMITED
13-June-2024,315.0,324.45,307.0,316.45,14335,359,GALLANTT ISPAT LIMITED
12-June-2024,309.0,318.9,305.0,315.4,18998,375,GALLANTT ISPAT LIMITED
11-June-2024,292.0,305.75,292.0,305.75,56397,361,GALLANTT ISPAT LIMITED
10-June-2024,285.0,291.8,281.3,291.2,10665,467,GALLANTT ISPAT LIMITED
7-June-2024,281.0,283.0,268.0,280.15,5600,148,GALLANTT ISPAT LIMITED
6-June-2024,264.4,277.2,264.4,271.45,4494,186,GALLANTT ISPAT LIMITED
5-June-2024,268.0,268.0,249.85,264.4,12120,192,GALLANTT ISPAT LIMITED
4-June-2024,277.0,282.3,262.95,262.95,8667,430,GALLANTT ISPAT LIMITED
3-June-2024,272.0,281.3,270.2,276.75,9220,157,GALLANTT ISPAT LIMITED
31-May-2024,258.0,274.85,258.0,267.95,2013,44,GALLANTT ISPAT LIMITED
30-May-2024,265.8,265.8,258.0,262.9,4795,123,GALLANTT ISPAT LIMITED
29-May-2024,269.9,272.7,265.5,267.6,1171,103,GALLANTT ISPAT LIMITED
28-May-2024,276.8,277.95,265.0,270.15,2687,52,GALLANTT ISPAT LIMITED
27-May-2024,274.8,275.4,269.0,272.0,4703,50,GALLANTT ISPAT LIMITED
24-May-2024,272.8,277.0,267.0,270.0,12973,176,GALLANTT ISPAT LIMITED
23-May-2024,279.95,279.95,267.0,272.8,3184,47,GALLANTT ISPAT LIMITED
22-May-2024,286.5,286.5,270.05,274.4,10581,261,GALLANTT ISPAT LIMITED
21-May-2024,292.5,292.5,280.0,281.35,10646,303,GALLANTT ISPAT LIMITED
18-May-2024,281.0,294.45,278.85,291.85,5825,39,GALLANTT ISPAT LIMITED
17-May-2024,288.0,288.0,279.0,281.4,3861,107,GALLANTT ISPAT LIMITED
16-May-2024,280.05,290.45,280.0,282.85,7521,111,GALLANTT ISPAT LIMITED
15-May-2024,296.9,296.9,281.0,281.55,6611,154,GALLANTT ISPAT LIMITED
14-May-2024,269.0,290.7,269.0,289.55,5623,82,GALLANTT ISPAT LIMITED
13-May-2024,289.9,291.1,272.0,277.6,11652,162,GALLANTT ISPAT LIMITED
10-May-2024,271.0,284.4,258.0,282.25,15368,317,GALLANTT ISPAT LIMITED
9-May-2024,279.65,299.0,271.1,271.1,11892,215,GALLANTT ISPAT LIMITED
8-May-2024,287.3,297.0,283.05,285.35,17618,285,GALLANTT ISPAT LIMITED
7-May-2024,296.55,309.9,293.15,296.5,15166,155,GALLANTT ISPAT LIMITED
6-May-2024,329.0,329.0,308.5,308.55,29346,212,GALLANTT ISPAT LIMITED
3-May-2024,324.7,324.7,311.1,324.7,38563,411,GALLANTT ISPAT LIMITED
2-May-2024,308.0,309.25,301.25,309.25,20430,132,GALLANTT ISPAT LIMITED
30-April-2024,295.0,296.0,288.4,294.55,13473,177,GALLANTT ISPAT LIMITED
29-April-2024,289.3,295.0,289.3,294.5,15870,264,GALLANTT ISPAT LIMITED
26-April-2024,290.4,295.0,282.65,292.4,30505,353,GALLANTT ISPAT LIMITED
25-April-2024,288.9,290.0,269.3,289.6,42348,505,GALLANTT ISPAT LIMITED
24-April-2024,292.45,292.45,264.65,283.45,87044,718,GALLANTT ISPAT LIMITED
23-April-2024,278.55,278.55,278.55,278.55,32975,198,GALLANTT ISPAT LIMITED
22-April-2024,260.0,265.3,257.75,265.3,29890,266,GALLANTT ISPAT LIMITED
19-April-2024,238.0,252.7,229.05,252.7,107136,579,GALLANTT ISPAT LIMITED
18-April-2024,236.05,241.75,223.5,240.7,119166,674,GALLANTT ISPAT LIMITED
16-April-2024,220.0,230.25,218.0,230.25,68414,326,GALLANTT ISPAT LIMITED
15-April-2024,208.9,219.3,200.1,219.3,100405,342,GALLANTT ISPAT LIMITED
12-April-2024,212.3,212.3,204.0,208.9,4711,120,GALLANTT ISPAT LIMITED
10-April-2024,202.0,208.45,200.0,208.1,6863,108,GALLANTT ISPAT LIMITED
9-April-2024,197.75,203.8,197.7,199.1,1846,45,GALLANTT ISPAT LIMITED
8-April-2024,204.65,204.95,197.65,199.65,7013,93,GALLANTT ISPAT LIMITED
5-April-2024,204.7,204.7,199.65,200.1,4510,57,GALLANTT ISPAT LIMITED
4-April-2024,205.05,212.0,200.2,204.1,527,23,GALLANTT ISPAT LIMITED
3-April-2024,201.3,207.0,200.0,204.0,3739,97,GALLANTT ISPAT LIMITED
2-April-2024,195.0,203.25,195.0,201.9,6343,87,GALLANTT ISPAT LIMITED
1-April-2024,192.65,200.0,192.65,196.9,4360,71,GALLANTT ISPAT LIMITED
28-March-2024,192.95,200.0,192.2,192.5,13016,98,GALLANTT ISPAT LIMITED
27-March-2024,194.0,194.9,189.0,191.0,9921,89,GALLANTT ISPAT LIMITED
26-March-2024,197.0,197.0,189.0,193.15,8058,105,GALLANTT ISPAT LIMITED
22-March-2024,192.0,198.9,192.0,197.0,4082,93,GALLANTT ISPAT LIMITED
21-March-2024,194.2,200.0,190.25,193.5,3512,79,GALLANTT ISPAT LIMITED
20-March-2024,196.95,196.95,190.2,194.2,282,9,GALLANTT ISPAT LIMITED
19-March-2024,190.15,199.5,190.15,194.25,823,33,GALLANTT ISPAT LIMITED
18-March-2024,191.7,199.65,187.7,192.1,5569,72,GALLANTT ISPAT LIMITED
15-March-2024,188.25,199.0,187.0,192.55,4882,71,GALLANTT ISPAT LIMITED
14-March-2024,187.0,196.05,182.0,194.45,9463,121,GALLANTT ISPAT LIMITED
13-March-2024,190.35,193.45,187.55,187.55,25573,230,GALLANTT ISPAT LIMITED
12-March-2024,206.0,206.0,197.35,197.4,21992,197,GALLANTT ISPAT LIMITED
11-March-2024,219.8,219.8,206.25,207.7,12515,156,GALLANTT ISPAT LIMITED
7-March-2024,210.1,219.0,210.1,217.0,7331,40,GALLANTT ISPAT LIMITED
6-March-2024,224.45,224.45,211.45,212.95,13571,187,GALLANTT ISPAT LIMITED
5-March-2024,216.0,225.0,212.05,222.55,21747,170,GALLANTT ISPAT LIMITED
