Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,filename
28-June-2024,49.8,50.5,48.52,49.97,193123,1399,Dhani Services Limited
27-June-2024,51.65,53.0,49.55,49.79,362966,2062,Dhani Services Limited
26-June-2024,51.8,52.59,50.42,51.58,598936,3016,Dhani Services Limited
25-June-2024,49.4,53.75,48.97,51.79,11933455,7301,Dhani Services Limited
24-June-2024,50.21,50.94,48.0,48.55,467424,2212,Dhani Services Limited
21-June-2024,50.5,51.0,48.99,50.12,574930,3021,Dhani Services Limited
20-June-2024,47.8,51.83,47.8,49.9,828078,4028,Dhani Services Limited
19-June-2024,49.7,49.7,47.83,48.15,351819,2417,Dhani Services Limited
18-June-2024,49.5,51.0,49.31,49.7,143381,997,Dhani Services Limited
14-June-2024,47.3,50.89,47.05,50.01,976820,5349,Dhani Services Limited
13-June-2024,46.96,48.55,46.93,47.57,262205,1606,Dhani Services Limited
12-June-2024,45.99,46.89,45.06,46.56,362626,1833,Dhani Services Limited
11-June-2024,45.45,45.9,44.98,45.15,277031,1646,Dhani Services Limited
10-June-2024,43.0,46.75,42.46,45.87,719145,3512,Dhani Services Limited
7-June-2024,41.97,43.55,41.84,43.08,170543,1457,Dhani Services Limited
6-June-2024,42.4,42.75,41.05,41.97,308152,1475,Dhani Services Limited
5-June-2024,42.38,42.38,39.28,40.71,594377,3821,Dhani Services Limited
4-June-2024,45.94,46.02,36.99,39.66,419824,3081,Dhani Services Limited
3-June-2024,45.9,47.9,45.6,46.21,496673,2988,Dhani Services Limited
31-May-2024,45.1,46.27,44.95,45.66,165607,1040,Dhani Services Limited
30-May-2024,46.25,47.1,44.75,45.09,333280,1932,Dhani Services Limited
29-May-2024,47.23,47.23,45.75,45.94,104317,1006,Dhani Services Limited
28-May-2024,45.65,47.4,45.13,47.23,237132,1771,Dhani Services Limited
27-May-2024,45.91,46.95,45.5,45.83,103233,822,Dhani Services Limited
24-May-2024,45.96,46.5,45.5,45.97,330334,1681,Dhani Services Limited
23-May-2024,46.61,47.69,45.77,46.1,136395,1027,Dhani Services Limited
22-May-2024,47.01,48.25,46.39,46.82,256112,1511,Dhani Services Limited
21-May-2024,47.25,47.6,45.84,46.73,190834,1087,Dhani Services Limited
18-May-2024,46.49,47.39,46.4,47.14,133493,667,Dhani Services Limited
17-May-2024,46.03,46.89,45.75,46.49,352165,1842,Dhani Services Limited
16-May-2024,46.11,46.63,45.34,46.14,345273,1413,Dhani Services Limited
15-May-2024,47.39,47.39,45.78,46.08,296576,1521,Dhani Services Limited
14-May-2024,46.42,48.24,45.24,46.55,574257,1845,Dhani Services Limited
13-May-2024,46.98,46.98,44.38,45.82,298422,1919,Dhani Services Limited
10-May-2024,45.51,46.67,44.56,46.4,400706,2006,Dhani Services Limited
9-May-2024,49.27,49.28,45.2,45.44,444807,2245,Dhani Services Limited
8-May-2024,49.5,50.88,48.25,48.44,664296,2593,Dhani Services Limited
7-May-2024,49.91,51.31,48.35,49.33,1065931,4725,Dhani Services Limited
6-May-2024,52.5,52.6,49.3,49.76,454488,2313,Dhani Services Limited
3-May-2024,55.58,55.59,51.2,51.93,1189489,6250,Dhani Services Limited
2-May-2024,52.45,56.75,51.6,55.22,1639807,8011,Dhani Services Limited
30-April-2024,52.05,54.65,51.6,52.2,1074494,6652,Dhani Services Limited
29-April-2024,50.85,52.4,50.75,51.7,508232,2512,Dhani Services Limited
26-April-2024,51.88,52.34,49.95,50.71,383585,2188,Dhani Services Limited
25-April-2024,52.36,52.6,50.1,51.64,497884,2784,Dhani Services Limited
24-April-2024,53.11,54.84,51.5,51.84,468282,2300,Dhani Services Limited
23-April-2024,51.24,53.95,50.95,53.19,1156568,4188,Dhani Services Limited
22-April-2024,52.38,53.11,50.0,51.23,2245274,7507,Dhani Services Limited
19-April-2024,50.85,53.36,50.41,51.82,3209589,11690,Dhani Services Limited
18-April-2024,49.01,54.95,47.35,51.49,6582774,23993,Dhani Services Limited
16-April-2024,41.51,49.25,41.2,48.38,5026208,14826,Dhani Services Limited
15-April-2024,39.65,43.0,39.51,41.67,609723,3493,Dhani Services Limited
12-April-2024,39.81,41.14,39.78,40.7,477163,2231,Dhani Services Limited
10-April-2024,41.21,41.76,40.0,40.3,223488,1382,Dhani Services Limited
9-April-2024,42.32,43.0,41.3,41.64,374120,1984,Dhani Services Limited
8-April-2024,43.53,44.0,41.83,42.32,215265,2122,Dhani Services Limited
5-April-2024,41.0,43.7,40.1,43.14,1454691,5212,Dhani Services Limited
4-April-2024,42.35,42.35,40.51,41.06,265003,1629,Dhani Services Limited
3-April-2024,42.56,42.82,41.2,41.67,721622,2756,Dhani Services Limited
2-April-2024,39.89,43.55,39.7,42.6,1606475,6342,Dhani Services Limited
1-April-2024,38.16,40.76,38.16,39.95,331707,1853,Dhani Services Limited
28-March-2024,39.09,40.85,37.76,38.0,492687,2305,Dhani Services Limited
27-March-2024,39.19,39.95,37.27,38.98,1322945,4685,Dhani Services Limited
26-March-2024,41.54,42.65,38.5,38.81,2231591,6893,Dhani Services Limited
22-March-2024,40.89,42.85,39.8,42.35,3927587,8331,Dhani Services Limited
21-March-2024,37.82,42.0,37.82,41.31,4427309,10000,Dhani Services Limited
20-March-2024,39.3,39.42,37.46,37.57,187095,1102,Dhani Services Limited
19-March-2024,37.9,40.29,36.32,38.65,563460,2346,Dhani Services Limited
18-March-2024,35.31,36.71,35.2,36.14,320057,1093,Dhani Services Limited
15-March-2024,36.13,36.41,34.6,34.94,307488,1612,Dhani Services Limited
14-March-2024,34.01,36.32,34.01,35.66,433550,2152,Dhani Services Limited
13-March-2024,36.79,36.79,33.3,34.06,804162,3847,Dhani Services Limited
12-March-2024,38.01,38.26,36.0,36.23,447768,2526,Dhani Services Limited
11-March-2024,39.06,39.06,37.52,38.26,963892,1108,Dhani Services Limited
7-March-2024,38.31,38.8,37.9,38.37,239264,1424,Dhani Services Limited
6-March-2024,39.24,39.34,37.5,38.05,245181,1401,Dhani Services Limited
5-March-2024,39.6,39.95,38.95,39.13,234396,1269,Dhani Services Limited
4-March-2024,41.16,41.16,39.35,39.7,95731,825,Dhani Services Limited
2-March-2024,40.99,41.8,40.3,40.6,96919,547,Dhani Services Limited
1-March-2024,39.59,42.24,39.16,40.86,716437,3306,Dhani Services Limited
29-February-2024,38.49,39.41,37.8,38.95,207662,993,Dhani Services Limited
28-February-2024,40.88,40.88,38.8,38.98,292245,1778,Dhani Services Limited
27-February-2024,41.01,41.66,40.25,40.4,136040,945,Dhani Services Limited
26-February-2024,42.29,42.46,41.0,41.09,217714,1453,Dhani Services Limited
23-February-2024,41.5,43.38,41.0,42.34,632572,2945,Dhani Services Limited
22-February-2024,41.15,42.2,40.05,41.42,448889,2549,Dhani Services Limited
21-February-2024,42.95,43.77,40.69,41.0,526474,3227,Dhani Services Limited
20-February-2024,43.41,44.36,42.35,43.14,488008,1929,Dhani Services Limited
19-February-2024,42.47,44.84,42.31,43.36,1532662,6049,Dhani Services Limited
16-February-2024,40.83,42.69,40.26,42.11,628132,2560,Dhani Services Limited
15-February-2024,39.89,41.46,38.86,40.73,316785,1867,Dhani Services Limited
14-February-2024,35.48,40.0,35.4,39.26,537050,3385,Dhani Services Limited
