Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,filename
28-June-2024,19.25,19.27,18.8,18.85,588268,1903,SEPC LIMITED
27-June-2024,18.76,19.45,18.74,19.17,949704,2068,SEPC LIMITED
26-June-2024,19.22,19.5,18.81,18.93,1412626,3166,SEPC LIMITED
25-June-2024,19.5,20.0,19.2,19.3,1423864,3498,SEPC LIMITED
24-June-2024,20.59,20.8,20.29,20.47,1748072,3043,SEPC LIMITED
21-June-2024,21.26,21.45,20.4,20.63,1478968,3035,SEPC LIMITED
20-June-2024,22.1,22.11,21.04,21.11,763448,1802,SEPC LIMITED
19-June-2024,21.53,22.74,20.67,21.9,2750031,4516,SEPC LIMITED
18-June-2024,22.02,22.49,20.64,21.35,882494,1321,SEPC LIMITED
14-June-2024,21.89,22.4,21.62,21.95,1489329,2771,SEPC LIMITED
13-June-2024,22.28,22.44,21.4,21.91,1596240,3486,SEPC LIMITED
12-June-2024,22.1,22.96,21.9,22.14,1679430,2844,SEPC LIMITED
11-June-2024,22.91,23.29,21.9,22.17,3795544,6563,SEPC LIMITED
10-June-2024,20.41,23.55,20.41,22.82,9157529,14129,SEPC LIMITED
7-June-2024,19.01,20.8,19.01,20.21,4334068,6619,SEPC LIMITED
6-June-2024,17.41,18.96,17.35,18.91,1902000,2706,SEPC LIMITED
5-June-2024,17.32,17.65,16.01,17.24,983440,2536,SEPC LIMITED
4-June-2024,18.8,18.8,16.97,17.0,2295824,4874,SEPC LIMITED
3-June-2024,20.18,20.18,18.65,18.85,787030,1418,SEPC LIMITED
31-May-2024,17.99,19.49,17.92,18.88,1705182,3415,SEPC LIMITED
30-May-2024,18.01,18.15,17.7,17.86,486726,960,SEPC LIMITED
29-May-2024,18.94,18.94,18.11,18.19,1480770,2241,SEPC LIMITED
28-May-2024,18.94,18.94,18.0,18.11,834007,2025,SEPC LIMITED
27-May-2024,18.36,19.41,18.36,18.6,855285,1748,SEPC LIMITED
24-May-2024,18.72,18.95,18.36,18.48,800899,1696,SEPC LIMITED
23-May-2024,18.85,19.4,18.63,18.77,458126,950,SEPC LIMITED
22-May-2024,18.9,19.25,18.65,18.84,688514,1625,SEPC LIMITED
21-May-2024,19.2,19.33,18.9,19.0,281745,781,SEPC LIMITED
18-May-2024,19.44,19.44,19.02,19.19,154719,384,SEPC LIMITED
17-May-2024,18.97,19.59,18.57,19.42,870908,1591,SEPC LIMITED
16-May-2024,19.12,19.38,18.59,18.8,723252,1384,SEPC LIMITED
15-May-2024,19.54,19.75,18.9,19.05,773321,1572,SEPC LIMITED
14-May-2024,19.0,19.6,18.9,19.36,743448,1788,SEPC LIMITED
13-May-2024,19.69,19.84,18.73,18.96,747652,1479,SEPC LIMITED
10-May-2024,18.05,19.42,17.8,19.05,629716,1799,SEPC LIMITED
9-May-2024,18.36,18.78,17.9,18.04,911253,2554,SEPC LIMITED
