Date,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
28-June-2024,57.9,57.9,55.0,55.65,14782,192
27-June-2024,58.49,58.49,55.71,56.04,13385,211
26-June-2024,58.0,58.5,56.8,57.0,9961,144
25-June-2024,57.05,58.75,57.05,57.47,5869,135
24-June-2024,57.1,58.9,56.6,57.59,5535,145
21-June-2024,60.0,61.0,57.8,58.2,17423,257
20-June-2024,58.0,60.0,56.5,59.54,16800,259
19-June-2024,57.61,59.0,57.61,57.93,3958,123
18-June-2024,56.0,59.5,56.0,58.99,17627,224
14-June-2024,55.58,57.94,55.58,57.09,7988,119
13-June-2024,57.4,58.5,56.04,56.71,7937,176
12-June-2024,57.7,58.7,56.5,57.37,4346,128
11-June-2024,56.7,58.0,56.0,57.79,10587,149
10-June-2024,57.6,59.0,53.0,56.32,28984,308
7-June-2024,56.75,58.78,56.6,57.39,12112,154
6-June-2024,55.98,57.0,55.66,56.47,4638,108
5-June-2024,57.0,57.0,53.5,54.88,6426,148
4-June-2024,57.7,57.7,52.75,53.77,12909,290
3-June-2024,60.0,60.0,56.18,56.62,9490,178
31-May-2024,56.3,60.0,54.78,57.93,26474,279
30-May-2024,56.99,56.99,54.0,54.79,26161,286
29-May-2024,56.5,56.5,55.05,55.48,5197,159
28-May-2024,56.0,57.65,55.05,55.42,6402,195
27-May-2024,58.0,58.0,56.5,56.63,6031,136
24-May-2024,57.48,57.75,56.05,57.21,11633,222
23-May-2024,57.15,58.49,57.0,57.48,17643,247
22-May-2024,58.8,58.8,56.55,57.54,13849,236
21-May-2024,59.8,59.8,57.16,58.46,13695,197
18-May-2024,57.71,57.89,55.5,57.45,5312,100
17-May-2024,57.49,57.49,55.21,56.58,5531,145
16-May-2024,56.25,58.0,54.6,56.13,15270,228
15-May-2024,57.5,59.64,56.23,57.15,13261,190
14-May-2024,56.0,57.75,55.2,57.64,11725,199
13-May-2024,56.1,57.4,54.65,56.42,7777,172
10-May-2024,57.5,57.5,54.5,56.0,17204,272
9-May-2024,58.67,58.67,54.5,56.52,9923,265
8-May-2024,57.95,58.18,56.57,57.52,5329,150
7-May-2024,59.0,59.0,56.0,56.81,14085,248
6-May-2024,57.65,59.5,55.1,56.9,27579,410
3-May-2024,58.5,59.5,56.2,58.0,18799,307
2-May-2024,59.89,60.79,57.15,58.05,28665,456
30-April-2024,61.1,61.43,57.1,58.77,38271,439
29-April-2024,62.0,62.0,60.1,60.35,11464,183
26-April-2024,62.45,62.45,60.1,61.68,7102,144
25-April-2024,61.2,61.99,58.65,60.67,15700,200
24-April-2024,58.65,59.94,58.5,58.94,8992,155
23-April-2024,59.8,60.4,57.45,58.63,11191,237
22-April-2024,60.0,61.4,56.5,58.7,20533,236
19-April-2024,59.5,61.5,57.65,60.1,15557,197
18-April-2024,60.0,61.0,58.01,58.5,9599,224
16-April-2024,58.0,61.5,58.0,59.34,12092,274
15-April-2024,59.56,61.66,59.0,60.26,8935,220
12-April-2024,62.99,63.48,61.05,61.66,8725,183
10-April-2024,64.88,64.88,62.11,62.25,8310,120
9-April-2024,61.05,63.99,61.05,62.01,34589,219
8-April-2024,62.86,64.4,60.6,60.82,6134,225
5-April-2024,63.5,63.5,59.6,61.63,25188,415
4-April-2024,65.5,65.5,63.0,63.45,5005,106
3-April-2024,63.75,65.5,62.1,63.5,4304,171
2-April-2024,64.1,66.49,63.05,63.57,8738,163
1-April-2024,62.23,66.6,62.23,64.7,7110,144
28-March-2024,65.17,65.17,62.65,63.5,4401,104
27-March-2024,66.0,67.0,63.0,64.27,14944,114
26-March-2024,65.0,67.0,62.51,65.25,6951,129
22-March-2024,64.49,65.04,60.0,63.9,36306,223
21-March-2024,61.49,61.95,60.0,61.95,9279,98
20-March-2024,60.41,60.41,57.11,59.0,2436,95
19-March-2024,59.0,61.01,59.0,59.79,8823,109
18-March-2024,58.3,59.74,56.25,58.11,2967,102
15-March-2024,57.2,57.25,56.0,57.07,3446,129
14-March-2024,56.1,58.92,56.0,56.88,8285,215
13-March-2024,59.79,61.69,56.24,56.24,30443,274
12-March-2024,62.7,62.7,58.84,59.19,11674,273
11-March-2024,62.5,64.99,60.8,61.93,7863,129
7-March-2024,61.7,64.5,61.58,62.1,3318,111
6-March-2024,64.1,64.5,61.75,62.84,8385,159
5-March-2024,66.99,66.99,63.38,64.91,2308,76
4-March-2024,64.0,65.1,62.6,65.01,6545,150
2-March-2024,66.01,66.01,62.15,64.0,1851,75
1-March-2024,62.31,64.8,61.5,64.4,7010,158
29-February-2024,64.89,64.89,61.0,62.33,8892,136
28-February-2024,64.61,65.4,62.83,63.03,7340,187
27-February-2024,64.1,65.5,63.5,64.61,2863,116
26-February-2024,66.2,66.2,64.0,64.94,6597,150
23-February-2024,65.0,65.0,63.0,63.73,9289,211
22-February-2024,65.28,65.5,63.05,64.05,4536,127
21-February-2024,63.1,65.0,63.1,64.05,8518,190
20-February-2024,68.88,68.88,64.05,64.96,12261,247
19-February-2024,67.59,67.59,64.3,65.85,25438,458
16-February-2024,69.0,69.38,66.01,67.59,16930,310
15-February-2024,72.0,72.0,67.9,70.8,35633,435
14-February-2024,69.0,71.1,67.0,70.68,33263,410
13-February-2024,69.95,70.0,67.1,69.28,23420,301
12-February-2024,70.98,72.1,67.0,69.57,42846,583
9-February-2024,72.4,72.5,67.0,68.97,53935,739
8-February-2024,69.0,69.26,67.25,69.26,37177,383
7-February-2024,64.4,65.97,63.5,65.97,47446,575
6-February-2024,62.44,63.44,61.0,62.83,31159,390
5-February-2024,61.0,62.88,59.0,60.84,21176,240
2-February-2024,63.95,65.0,60.51,60.84,28029,278
1-February-2024,62.49,63.0,61.26,62.1,12937,162
31-January-2024,60.1,62.5,59.65,61.44,18736,168
30-January-2024,61.46,62.0,59.6,60.62,15706,155
29-January-2024,62.89,62.89,60.5,61.46,10147,152
25-January-2024,61.0,63.31,59.7,60.34,15139,172
24-January-2024,58.5,60.9,58.5,60.3,7633,136
23-January-2024,60.3,61.26,58.52,58.82,10617,205
20-January-2024,61.5,61.5,58.52,60.06,7869,162
19-January-2024,61.9,61.9,58.5,59.77,16281,248
18-January-2024,60.0,61.88,58.3,60.06,8336,174
17-January-2024,60.3,61.99,58.3,59.63,14440,309
16-January-2024,62.9,62.9,59.39,60.31,29193,433
15-January-2024,63.99,65.0,60.73,62.51,28175,500
12-January-2024,63.75,65.73,61.32,63.92,37526,346
11-January-2024,63.3,66.0,63.3,63.99,9031,175
10-January-2024,64.1,65.0,63.1,63.8,5900,155
9-January-2024,63.5,65.9,63.5,64.1,26195,256
8-January-2024,66.0,66.99,63.0,63.44,12706,301
5-January-2024,64.05,65.1,63.25,63.95,11741,277
4-January-2024,63.05,66.89,63.05,64.33,15369,225
3-January-2024,63.25,64.98,63.1,63.99,11491,301
2-January-2024,66.0,66.98,64.5,64.69,14829,272
1-January-2024,67.0,67.0,62.75,66.08,24018,349
29-December-2023,69.0,69.0,65.1,65.99,23165,438
28-December-2023,70.6,70.6,66.64,68.43,37874,602
27-December-2023,70.7,72.5,68.0,70.14,58372,719
26-December-2023,76.44,77.0,68.2,69.35,143510,1508
22-December-2023,64.05,76.29,64.0,74.86,394253,2202
21-December-2023,58.0,63.99,58.0,63.58,81291,972
20-December-2023,63.9,70.0,56.2,57.03,349013,2511
19-December-2023,50.32,60.38,50.32,60.38,249752,1764
18-December-2023,48.96,52.5,48.21,50.32,65488,485
15-December-2023,49.0,49.7,46.31,48.21,40394,419
14-December-2023,48.01,48.8,47.1,47.98,26703,280
