Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,686.05,694.85,673.10,689.65,685.723692867641912227,71435,3391,48984672.00,27813,38.93,21.75,3.60
27-June-2024,688.65,692.00,666.85,681.00,682.437520822426348103,84044,3548,57354779.00,31063,36.96,25.15,-7.65
26-June-2024,668.95,685.00,661.80,678.10,677.323705508552397977,163346,6502,110638118.00,78622,48.13,23.20,9.15
25-June-2024,691.95,691.95,653.60,656.90,665.452994950093137941,92873,4654,61802616.00,46711,50.30,38.35,-35.05
24-June-2024,694.65,698.00,676.90,680.00,686.449376717913370934,237934,8897,163329646.00,107558,45.20,21.10,-14.65
21-June-2024,696.70,709.75,690.80,695.95,700.257222020191525100,288735,10585,202188769.00,143632,49.75,18.95,-0.75
20-June-2024,674.45,700.70,662.00,692.30,681.257793839514832935,337863,14831,230171802.00,150946,44.68,38.70,17.85
19-June-2024,695.95,695.95,657.65,674.95,676.343278760547364612,77389,3810,52341530.00,31394,40.57,38.30,-21.00
18-June-2024,695.00,704.55,675.55,689.95,688.471234706578827529,98817,3329,68032662.00,38267,38.73,29.00,-5.05
14-June-2024,700.00,711.50,681.15,689.60,695.468301462658910372,131678,5886,91577875.00,58785,44.64,30.35,-10.40
13-June-2024,703.45,727.75,686.35,699.90,704.552383196148012898,611217,19659,430634394.00,197072,32.24,41.40,-3.55
12-June-2024,662.50,708.30,649.00,695.10,681.747640298115662485,350468,13883,238930732.00,84866,24.22,59.30,32.60
11-June-2024,632.00,682.80,632.00,658.30,661.375678445036982609,696814,17746,460855832.00,202258,29.03,50.80,26.30
10-June-2024,598.50,630.90,594.00,622.70,613.016365558980358629,222235,6396,136233692.00,51614,23.22,36.90,24.20
7-June-2024,582.85,596.70,566.15,591.70,586.640524269409256239,318920,9815,187091396.00,119981,37.62,30.55,8.85
