Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,980.05,988.75,974.25,978.80,979.222222222222222222,918,115,898926.00,383,41.72,14.50,-1.25
27-June-2024,964.00,985.55,964.00,972.95,974.333643988816402609,1073,153,1045460.00,469,43.71,21.55,8.95
26-June-2024,1000.00,1000.00,966.95,970.95,977.579111295681063122,4816,474,4708021.00,3136,65.12,33.05,-29.05
25-June-2024,999.00,1010.00,981.05,984.55,994.317927170868347338,2856,427,2839772.00,1287,45.06,28.95,-14.45
24-June-2024,958.00,995.80,954.00,989.40,982.449041219990940661,6623,566,6506760.00,3626,54.75,41.80,31.40
21-June-2024,970.00,970.00,953.30,958.25,956.967832167832167832,1430,163,1368464.00,1222,85.45,16.70,-11.75
20-June-2024,975.00,992.20,954.00,955.70,971.592862807295796986,6305,708,6125893.00,4574,72.55,38.20,-19.30
19-June-2024,974.65,989.00,955.95,966.00,967.865351078476365305,10895,957,10544893.00,7212,66.20,33.05,-8.65
18-June-2024,961.00,971.25,955.25,966.50,965.300492610837438423,1421,170,1371692.00,819,57.64,16.00,5.50
14-June-2024,933.00,960.00,933.00,948.95,951.360964734495338467,9868,932,9388030.00,5386,54.58,27.00,15.95
13-June-2024,948.00,948.00,927.05,934.95,934.331009023789991796,2438,358,2277899.00,1498,61.44,20.95,-13.05
12-June-2024,924.00,954.30,924.00,934.85,942.210915818686401480,2162,282,2037060.00,781,36.12,30.30,10.85
11-June-2024,925.00,940.00,923.65,927.30,931.103608847497089639,859,204,799818.00,527,61.35,16.35,2.30
10-June-2024,965.00,965.00,927.80,930.15,937.614191852825229960,7610,1152,7135244.00,3833,50.37,37.20,-34.85
7-June-2024,883.10,977.70,870.05,956.15,924.493905624238203029,11486,1410,10618737.00,6732,58.61,107.65,73.05
6-June-2024,849.40,874.00,849.40,864.20,866.195162635529608006,1199,182,1038568.00,226,18.85,24.60,14.80
5-June-2024,801.00,845.40,801.00,839.75,819.058316080055210489,2898,507,2373631.00,1344,46.38,44.40,38.75
4-June-2024,892.00,892.00,773.75,807.45,838.490604855301056096,7291,983,6113435.00,2641,36.22,118.25,-84.55
3-June-2024,896.00,901.45,860.55,872.50,875.363902847571189279,2388,308,2090369.00,1749,73.24,40.90,-23.50
31-May-2024,850.00,878.30,850.00,870.85,870.294707091469681397,3892,445,3387187.00,2379,61.13,28.30,20.85
30-May-2024,891.65,900.50,860.00,869.30,885.177621283255086071,2556,500,2262514.00,1289,50.43,40.50,-22.35
29-May-2024,874.50,896.35,870.00,891.70,880.565201052236001503,2661,338,2343184.00,1204,45.25,26.35,17.20
28-May-2024,910.00,910.00,870.95,875.40,884.468602953107252961,6163,707,5450980.00,2962,48.06,39.05,-34.60
27-May-2024,929.00,930.50,901.80,907.05,909.172900374022441346,5882,631,5347755.00,3285,55.85,28.70,-21.95
24-May-2024,941.15,944.85,925.00,930.25,934.441085271317829457,1290,220,1205429.00,436,33.80,19.85,-10.90
23-May-2024,949.00,968.00,935.00,937.65,944.194277420692515032,4823,549,4553849.00,2648,54.90,33.00,-11.35
22-May-2024,947.55,955.75,935.50,952.90,945.398443029016277423,1413,250,1335848.00,764,54.07,20.25,5.35
