Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,359.00,371.40,355.10,368.50,366.355379188712522045,1134,30,415447.00,1134,100.00,16.30,9.50
27-June-2024,360.00,361.00,340.00,353.75,357.340796019900497512,10452,66,3734926.00,10452,100.00,21.00,-6.25
26-June-2024,340.00,357.00,340.00,353.55,351.933199121522693997,5464,50,1922963.00,5464,100.00,17.00,13.55
25-June-2024,324.80,340.00,324.80,340.00,325.077816368963235989,253944,57,82551561.00,253944,100.00,15.20,15.20
24-June-2024,317.55,325.00,317.25,324.00,324.565406976744186046,688,12,223301.00,688,100.00,7.75,6.45
20-June-2024,336.45,336.45,324.00,324.00,325.631956912028725314,557,15,181377.00,557,100.00,12.45,-12.45
19-June-2024,316.85,328.80,314.10,321.95,320.076923076923076923,52,6,16644.00,52,100.00,14.70,5.10
18-June-2024,315.70,318.50,306.00,314.75,313.270392749244712990,662,25,207385.00,662,100.00,12.50,-0.95
14-June-2024,309.00,315.85,305.10,315.70,306.197166469893742621,847,11,259349.00,847,100.00,10.75,6.70
13-June-2024,314.20,319.00,309.90,318.50,317.813891178895300906,4852,12,1542033.00,4852,100.00,9.10,4.30
12-June-2024,318.00,323.95,315.00,323.95,315.665343915343915343,756,8,238643.00,756,100.00,8.95,5.95
11-June-2024,320.00,325.00,315.00,318.10,318.149732620320855614,748,13,237976.00,748,100.00,10.00,-1.90
10-June-2024,325.00,325.00,325.00,325.00,325.000000000000000000,429,3,139425.00,429,100.00,0.00,0.00
7-June-2024,320.00,320.00,320.00,320.00,320.000000000000000000,1,1,320.00,1,100.00,0.00,0.00
6-June-2024,335.00,335.00,335.00,335.00,335.000000000000000000,15,1,5025.00,15,100.00,0.00,0.00
5-June-2024,302.15,319.90,302.15,319.20,318.621004566210045662,219,5,69778.00,219,100.00,17.75,17.05
4-June-2024,326.10,326.10,303.75,307.70,307.194130925507900677,886,16,272174.00,886,100.00,22.35,-18.40
3-June-2024,304.50,319.70,304.50,319.70,312.906047516198704103,926,6,289751.00,926,100.00,15.20,15.20
31-May-2024,306.00,306.00,304.00,304.50,304.493333333333333333,150,6,45674.00,150,100.00,2.00,-1.50
30-May-2024,317.00,317.75,303.30,316.15,312.404179104477611940,5025,31,1569831.00,5025,100.00,14.45,-0.85
29-May-2024,320.00,327.90,313.35,316.45,317.945626477541371158,846,21,268982.00,846,100.00,14.55,-3.55
28-May-2024,305.25,326.30,305.20,326.30,307.063559322033898305,236,4,72467.00,236,100.00,21.10,21.05
27-May-2024,316.00,324.00,316.00,320.05,319.510638297872340425,94,10,30034.00,94,100.00,8.00,4.05
24-May-2024,318.55,329.95,318.55,320.60,320.430769230769230769,65,4,20828.00,65,100.00,11.40,2.05
23-May-2024,312.10,324.00,312.00,324.00,320.417910447761194029,1005,13,322020.00,1005,100.00,12.00,11.90
22-May-2024,321.00,324.00,313.05,324.00,319.325513196480938416,2387,25,762230.00,2387,100.00,10.95,3.00
21-May-2024,330.00,330.00,312.50,326.00,322.588235294117647058,17,4,5484.00,17,100.00,17.50,-4.00
17-May-2024,323.00,327.05,320.00,327.00,322.549707602339181286,171,7,55156.00,171,100.00,7.05,4.00
