Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,101.70,104.90,96.00,101.23,99.667110576510009450,23278,229,2320051.00,16375,70.35,8.90,-0.47
27-June-2024,99.00,102.80,99.00,100.50,100.845161730585505663,14654,135,1477785.00,11389,77.72,3.80,1.50
26-June-2024,101.69,101.69,98.10,98.47,99.530075187969924812,266,14,26475.00,257,96.62,3.59,-3.22
25-June-2024,100.94,105.00,98.00,98.15,100.078324225865209471,7137,117,714259.00,4938,69.19,7.00,-2.79
24-June-2024,99.05,104.00,99.05,102.99,101.987176524953789279,8656,108,882801.00,7067,81.64,4.95,3.94
21-June-2024,101.00,104.88,98.22,100.44,101.412345679012345679,4860,120,492864.00,3256,67.00,6.66,-0.56
20-June-2024,95.70,104.00,95.00,100.74,99.558190327613104524,9615,127,957252.00,7553,78.55,9.00,5.04
19-June-2024,95.50,96.00,93.15,95.71,95.187395891171571349,3602,81,342865.00,2882,80.01,2.85,0.21
18-June-2024,92.50,97.00,92.50,93.20,93.668391771251132099,7729,138,723963.00,6023,77.93,4.50,0.70
14-June-2024,101.90,101.90,95.11,95.84,97.062500000000000000,7312,92,709721.00,6412,87.69,6.79,-6.06
13-June-2024,99.00,103.90,95.00,96.79,97.857777318735798388,9682,160,947459.00,6064,62.63,8.90,-2.21
12-June-2024,92.60,102.00,92.60,96.98,98.093774625689519306,16497,209,1618253.00,11645,70.59,9.40,4.38
11-June-2024,91.98,93.69,89.50,90.97,90.941074523396880415,2885,71,262365.00,2527,87.59,4.19,-1.01
10-June-2024,92.65,92.65,89.00,89.99,89.919346857991093518,8084,79,726908.00,6284,77.73,3.65,-2.66
7-June-2024,89.00,91.80,88.10,90.83,90.113693362313994315,5981,96,538970.00,4323,72.28,3.70,1.83
6-June-2024,87.15,90.90,87.15,89.27,89.166454891994917407,4722,102,421044.00,3162,66.96,3.75,2.12
5-June-2024,87.50,92.25,86.00,86.72,87.849389640382711976,12124,129,1065086.00,9115,75.18,6.25,-0.78
4-June-2024,93.00,93.00,85.50,87.04,88.199630314232902033,8115,148,715740.00,5687,70.08,7.50,-5.96
3-June-2024,93.75,95.16,91.00,92.78,92.956686046511627906,6880,129,639542.00,4736,68.84,4.16,-0.97
31-May-2024,95.20,99.00,91.05,93.55,93.316031411606971844,10442,202,974406.00,7189,68.85,7.95,-1.65
30-May-2024,100.35,101.70,92.80,96.55,97.660564950752648206,10762,226,1051023.00,7716,71.70,8.90,-3.80
29-May-2024,101.10,104.45,100.50,102.65,102.202914001421464108,2814,53,287599.00,2691,95.63,3.95,1.55
28-May-2024,105.00,105.00,99.50,100.10,101.990717299578059071,7110,101,725154.00,6774,95.27,5.50,-4.90
27-May-2024,106.05,108.00,105.00,105.00,106.307415406767458603,4167,48,442983.00,4037,96.88,3.00,-1.05
24-May-2024,101.00,107.65,101.00,105.00,105.513787820758330141,5222,113,550993.00,4839,92.67,6.65,4.00
23-May-2024,104.35,108.00,104.00,105.65,105.920959147424511545,9008,108,954136.00,6814,75.64,4.00,1.30
22-May-2024,104.00,105.60,100.50,104.40,103.343490304709141274,3971,110,410377.00,3353,84.44,5.10,0.40
21-May-2024,100.50,103.80,99.40,102.75,101.696989109545163356,6244,154,634996.00,4073,65.23,4.40,2.25
18-May-2024,101.00,103.05,98.90,101.20,100.847891566265060240,664,16,66963.00,521,78.46,4.15,0.20
17-May-2024,102.00,102.00,98.65,99.30,99.930641365107384524,13596,175,1358657.00,9793,72.03,3.35,-2.70
16-May-2024,100.30,106.95,98.00,101.30,100.745981173062997827,13810,163,1391302.00,9305,67.38,8.95,1.00
15-May-2024,101.20,104.40,99.00,99.50,100.775785417901600474,6748,112,680035.00,5441,80.63,5.40,-1.70
14-May-2024,103.05,104.80,100.60,101.05,102.135879218472468916,5630,83,575025.00,4403,78.21,4.20,-2.00
