Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,1799.95,1799.95,1749.25,1765.25,1763.185579839775997511,12857,1734,22669277.00,4833,37.59,50.70,-34.70
27-June-2024,1800.00,1817.20,1751.60,1759.20,1777.678895736844024652,27421,3227,48745733.00,10504,38.31,65.60,-40.80
26-June-2024,1835.80,1835.80,1792.05,1797.75,1803.840135299988909836,18034,1539,32530453.00,6815,37.79,43.75,-38.05
25-June-2024,1939.75,1939.95,1809.00,1829.05,1833.697195432080994194,83364,9704,152864333.00,43820,52.56,130.95,-110.70
24-June-2024,1883.75,1912.85,1856.00,1907.25,1897.419806124697069839,9078,1030,17224777.00,1132,12.47,56.85,23.50
21-June-2024,1900.00,1907.65,1877.30,1884.45,1896.410165772793759141,8204,1006,15558149.00,3364,41.00,30.35,-15.55
20-June-2024,1877.20,1900.65,1864.20,1891.00,1877.986007870572802798,18296,1445,34359632.00,11038,60.33,36.45,13.80
19-June-2024,1914.25,1920.15,1848.75,1862.30,1867.831932320293135036,18558,2385,34663225.00,4746,25.57,71.40,-51.95
18-June-2024,1890.85,1945.05,1890.20,1912.70,1908.147932085328689595,11485,869,21915079.00,3276,28.52,54.85,21.85
14-June-2024,1895.90,1951.15,1892.55,1907.15,1910.193071729132009002,20438,1711,39040526.00,6125,29.97,58.60,11.25
13-June-2024,1918.50,1946.40,1915.25,1934.55,1932.888413275477893749,17054,2197,32963479.00,7439,43.62,31.15,16.05
12-June-2024,1939.95,1941.40,1903.95,1918.50,1919.079514958751615147,10061,1222,19307859.00,3255,32.35,37.45,-21.45
11-June-2024,1899.85,1952.30,1899.85,1931.45,1933.302354455991906557,21746,2427,42041593.00,6668,30.66,52.45,31.60
10-June-2024,1902.05,1920.60,1845.35,1899.85,1892.973679191302689300,36701,3953,69474027.00,8727,23.78,75.25,-2.20
7-June-2024,1919.95,1925.00,1882.70,1891.05,1902.694288389513108614,14952,1885,28449085.00,5861,39.20,42.30,-28.90
6-June-2024,1840.10,1914.45,1840.10,1905.90,1898.150041115820102473,15809,1705,30007854.00,3871,24.49,74.35,65.80
5-June-2024,1776.75,1851.10,1720.00,1844.85,1793.791576580472195796,23126,2154,41483224.00,6818,29.48,131.10,68.10
4-June-2024,1885.00,1885.00,1602.05,1741.90,1776.334586400126477769,56927,5763,101121399.00,19371,34.03,282.95,-143.10
3-June-2024,1910.05,1911.25,1850.70,1884.75,1880.349416968234821069,24870,3412,46764290.00,10409,41.85,60.55,-25.30
31-May-2024,1849.00,1863.00,1800.00,1820.60,1822.771766424690681641,21903,2031,39924170.00,8131,37.12,63.00,-28.40
30-May-2024,1826.50,1851.00,1790.25,1811.95,1805.432683677394537761,15598,1455,28161139.00,7394,47.40,60.75,-14.55
29-May-2024,1817.90,1848.95,1815.75,1829.65,1835.473271889400921658,13020,2687,23897862.00,5197,39.92,33.20,11.75
28-May-2024,1798.45,1849.65,1766.70,1832.50,1826.726596675415573053,16002,4099,29231279.00,7191,44.94,82.95,34.05
27-May-2024,1805.85,1819.40,1792.00,1800.45,1805.225444168277639694,10863,1621,19610164.00,4765,43.86,27.40,-5.40
24-May-2024,1790.40,1820.70,1764.25,1800.00,1796.297466861644417189,21199,2505,38079710.00,7452,35.15,56.45,9.60
23-May-2024,1800.85,1810.00,1729.05,1788.70,1758.662836466087532973,144814,3939,254679000.00,107418,74.18,80.95,-12.15
22-May-2024,1726.15,1795.00,1706.85,1779.40,1751.945239642056290211,47717,15858,83597571.00,12078,25.31,88.15,53.25
21-May-2024,1750.00,1759.35,1717.95,1725.30,1738.652546086651669636,34229,4791,59512338.00,18512,54.08,41.40,-24.70
18-May-2024,1740.30,1751.10,1732.35,1738.45,1741.765710799267846247,1639,327,2854754.00,828,50.52,18.75,-1.85
17-May-2024,1729.00,1770.90,1718.95,1741.45,1743.087453789279112754,77904,5322,135793485.00,24799,31.83,51.95,12.45
16-May-2024,1598.95,1730.00,1583.75,1713.30,1686.185516881588099951,299024,32246,504209938.00,60418,20.20,146.25,114.35
15-May-2024,1584.95,1629.15,1538.45,1575.15,1585.887846218100882363,189151,10857,299972272.00,33871,17.91,90.70,-9.80
14-May-2024,1486.05,1535.00,1481.00,1521.45,1507.969324272588055130,20896,2035,31510527.00,10799,51.68,54.00,35.40
13-May-2024,1450.05,1487.50,1445.35,1483.80,1464.833959227467811158,11184,1104,16382703.00,2972,26.57,42.15,33.75
10-May-2024,1465.05,1485.20,1443.50,1471.35,1465.052259887005649717,14160,1482,20745140.00,2447,17.28,41.70,6.30
9-May-2024,1500.50,1515.15,1452.55,1461.00,1489.677528957528957528,6475,1082,9645662.00,1793,27.69,62.60,-39.50
8-May-2024,1476.55,1514.00,1459.55,1498.90,1495.164656446969107462,12851,1253,19214361.00,6063,47.18,54.45,22.35
7-May-2024,1513.60,1542.90,1449.55,1468.75,1499.739371233099853396,30695,2539,46034500.00,6247,20.35,93.35,-44.85
6-May-2024,1486.40,1514.65,1473.70,1497.70,1494.516690485912617394,19592,1634,29280571.00,3603,18.39,40.95,11.30
3-May-2024,1548.75,1548.75,1467.00,1471.95,1499.109036468846723186,29724,2527,44559517.00,10023,33.72,81.75,-76.80
2-May-2024,1483.75,1537.25,1457.00,1531.80,1499.691763813202731599,28994,6195,43482063.00,16170,55.77,80.25,48.05
30-April-2024,1485.00,1502.50,1475.20,1480.35,1491.515996368103402232,18723,1669,27925654.00,11655,62.25,27.30,-4.65
29-April-2024,1519.65,1519.65,1467.90,1479.35,1480.309119551899177314,5713,552,8457006.00,1515,26.52,51.75,-40.30
26-April-2024,1471.90,1512.65,1468.10,1501.00,1474.798902945175735226,280934,994,414321155.00,273375,97.31,44.55,29.10
25-April-2024,1461.50,1479.05,1436.80,1471.80,1454.920899347623485554,8584,944,12489041.00,3144,36.63,42.25,10.30
24-April-2024,1473.65,1490.55,1458.10,1460.90,1476.492820637624726210,4109,331,6066909.00,1399,34.05,32.45,-12.75
23-April-2024,1429.35,1482.00,1426.40,1473.65,1467.637284521059178958,28135,1895,41291975.00,9274,32.96,55.60,44.30
22-April-2024,1395.40,1439.40,1395.40,1424.95,1418.587029921993247176,17178,1484,24368488.00,5354,31.17,44.00,29.55
19-April-2024,1394.55,1404.05,1359.00,1395.35,1384.852003456587983808,21987,1640,30448741.00,5150,23.42,45.05,0.80
18-April-2024,1456.65,1472.20,1395.00,1400.90,1429.727572490317177849,19106,1882,27316375.00,7411,38.79,77.20,-55.75
16-April-2024,1453.85,1469.15,1442.75,1461.45,1454.372074005928651742,9783,686,14228122.00,3383,34.58,26.40,7.60
15-April-2024,1499.75,1499.75,1450.00,1467.55,1474.738622535896811876,8218,1098,12119402.00,2703,32.89,49.75,-32.20
12-April-2024,1519.50,1531.30,1492.40,1499.80,1517.657698056801195814,8697,948,13199069.00,2464,28.33,38.90,-19.70
10-April-2024,1523.65,1528.45,1504.85,1516.20,1514.534920278463956883,4453,456,6744224.00,1435,32.23,23.60,-7.45
9-April-2024,1534.75,1551.15,1518.05,1522.80,1539.083381121688267003,8719,997,13419268.00,1708,19.59,33.10,-11.95
8-April-2024,1560.00,1581.75,1525.75,1529.80,1557.221396522714526079,14264,1152,22212206.00,2560,17.95,56.00,-30.20
5-April-2024,1524.15,1586.15,1524.15,1550.60,1567.205082950935404165,11332,994,17759568.00,2882,25.43,62.00,26.45
4-April-2024,1521.05,1543.80,1521.05,1535.80,1536.106087317224930001,9643,893,14812671.00,4724,48.99,22.75,14.75
3-April-2024,1551.55,1551.55,1510.00,1526.50,1524.389636050736184587,15689,1461,23916149.00,6397,40.77,41.55,-25.05
2-April-2024,1518.35,1573.30,1498.80,1556.75,1549.081148956207816669,31855,2216,49345980.00,15354,48.20,74.50,38.40
1-April-2024,1484.05,1530.00,1478.35,1503.70,1506.432888991036543323,8702,739,13108979.00,1657,19.04,51.65,19.65
28-March-2024,1524.55,1524.55,1435.00,1473.65,1486.190080605362724132,12158,1317,18069099.00,4250,34.96,89.55,-50.90
27-March-2024,1494.80,1528.90,1480.55,1514.15,1510.359420856975151633,10222,886,15438894.00,2106,20.60,48.35,19.35
26-March-2024,1450.35,1500.00,1444.10,1494.75,1477.266160799436082431,24117,1892,35627228.00,12938,53.65,55.90,44.40
22-March-2024,1405.55,1458.40,1405.55,1448.10,1443.168265145077091173,8237,585,11887377.00,2696,32.73,52.85,42.55
21-March-2024,1429.35,1429.35,1386.75,1424.55,1406.853167073280925273,11067,867,15569644.00,3832,34.63,42.60,-4.80
20-March-2024,1369.15,1387.85,1353.20,1383.15,1370.221399664396407067,10131,897,13881713.00,3109,30.69,34.65,14.00
19-March-2024,1347.65,1377.45,1336.65,1360.25,1357.818733368813198509,9395,821,12756707.00,1477,15.72,40.80,12.60
18-March-2024,1345.65,1352.55,1315.15,1346.85,1334.259177184699874747,10379,870,13848276.00,3449,33.23,37.40,1.20
15-March-2024,1299.15,1343.80,1297.30,1327.10,1318.294882209585702680,12310,1151,16228210.00,3815,30.99,46.50,27.95
14-March-2024,1274.05,1332.90,1274.05,1325.65,1316.698855151816824290,4018,448,5290496.00,631,15.70,58.85,51.60
13-March-2024,1330.40,1351.25,1285.00,1299.15,1319.430357346729078661,17518,1441,23113781.00,3809,21.74,66.25,-31.25
12-March-2024,1363.50,1366.05,1317.65,1325.00,1334.230198019801980198,6868,615,9163493.00,2319,33.77,48.40,-38.50
11-March-2024,1376.60,1398.10,1356.00,1358.40,1382.094788174337092349,6562,514,9069306.00,1448,22.07,42.10,-18.20
7-March-2024,1361.05,1383.80,1353.85,1376.25,1372.138200055725828921,3589,369,4924604.00,902,25.13,29.95,15.20
6-March-2024,1361.25,1373.45,1335.05,1354.00,1352.133077544426494345,14856,1449,20087289.00,4135,27.83,38.40,-7.25
5-March-2024,1397.40,1397.40,1368.25,1376.65,1378.332013969732246798,4295,413,5919936.00,1283,29.87,29.15,-20.75
4-March-2024,1379.65,1399.40,1375.00,1385.00,1385.493805309734513274,9040,811,12524864.00,2709,29.97,24.40,5.35
2-March-2024,1345.05,1384.00,1345.05,1370.50,1371.869565217391304347,345,59,473295.00,234,67.83,38.95,25.45
1-March-2024,1348.05,1373.35,1345.25,1367.95,1362.112105317288902602,9723,937,13243816.00,4646,47.78,28.10,19.90
29-February-2024,1333.05,1353.75,1326.10,1345.50,1338.474361820199778024,13515,1092,18089481.00,4124,30.51,27.65,12.45
28-February-2024,1370.05,1376.65,1328.80,1332.90,1350.136888239590942293,6845,635,9241687.00,2417,35.31,47.85,-37.15
27-February-2024,1377.65,1398.00,1373.45,1383.15,1389.887933086260242766,29411,1828,40877994.00,17312,58.86,24.55,5.50
26-February-2024,1361.55,1386.85,1358.50,1376.10,1371.091689560439560439,5824,348,7985238.00,2784,47.80,28.35,14.55
23-February-2024,1378.50,1406.00,1361.00,1365.55,1381.001109914144876440,30633,1657,42304207.00,12438,40.60,45.00,-12.95
22-February-2024,1339.45,1383.70,1331.50,1378.50,1361.083733072971940399,47114,5025,64126099.00,17207,36.52,52.20,39.05
21-February-2024,1303.05,1353.85,1303.05,1321.50,1335.170816399005642583,25343,1986,33837234.00,9510,37.53,50.80,18.45
20-February-2024,1300.00,1318.45,1289.65,1309.75,1308.012957648491173145,11499,879,15040841.00,5873,51.07,28.80,9.75
19-February-2024,1338.50,1338.50,1296.80,1300.35,1313.333269744372376955,5242,559,6884493.00,1826,34.83,41.70,-38.15
16-February-2024,1337.40,1337.40,1301.20,1321.95,1314.586556753329105897,12616,921,16584824.00,2729,21.63,36.20,-15.45
15-February-2024,1330.40,1358.75,1304.65,1308.65,1322.716095729704364148,12786,963,16912248.00,5637,44.09,54.10,-21.75
14-February-2024,1313.65,1331.65,1298.45,1323.10,1309.872713923374716326,14982,796,19624513.00,5660,37.78,33.20,9.45
13-February-2024,1315.15,1324.95,1298.25,1318.15,1310.472735584144191210,30626,1601,40134538.00,10546,34.43,26.70,3.00
12-February-2024,1350.35,1359.70,1315.80,1331.35,1335.750230779374917578,15166,1301,20257988.00,5257,34.66,43.90,-19.00
9-February-2024,1340.15,1350.00,1310.00,1341.95,1332.384747788668419794,20915,1280,27866827.00,7659,36.62,40.00,1.80
8-February-2024,1314.35,1351.30,1310.35,1345.45,1338.085017003400680136,24995,1700,33445435.00,8786,35.15,40.95,31.10
7-February-2024,1348.85,1356.20,1297.70,1316.80,1327.268632863576928664,27532,1605,36542360.00,5766,20.94,58.50,-32.05
6-February-2024,1298.45,1335.10,1294.60,1316.60,1320.318691864757123874,13546,948,17885037.00,3692,27.26,40.50,18.15
5-February-2024,1295.95,1308.00,1273.50,1297.50,1291.414151410192973775,10105,916,13049740.00,2612,25.85,34.50,1.55
2-February-2024,1328.85,1328.85,1278.10,1282.35,1303.727590058642837196,7162,631,9337297.00,2130,29.74,50.75,-46.50
1-February-2024,1350.05,1350.05,1292.15,1307.50,1309.863331892826274848,9256,737,12124095.00,2557,27.63,57.90,-42.55
31-January-2024,1304.85,1326.90,1298.05,1323.65,1315.445062586926286509,6471,543,8512245.00,1757,27.15,28.85,18.80
30-January-2024,1333.75,1333.75,1296.65,1300.55,1309.702986279257465698,18585,1454,24340830.00,6662,35.85,37.10,-33.20
29-January-2024,1304.15,1314.55,1276.45,1307.70,1297.123102153097391948,18903,1398,24519518.00,4120,21.80,38.10,3.55
25-January-2024,1308.70,1327.10,1287.75,1303.85,1303.897703099199955901,399103,2689,520389485.00,380673,95.38,39.35,-4.85
24-January-2024,1370.90,1370.90,1268.00,1304.10,1301.682498696827532700,82491,5875,107377091.00,21848,26.49,102.90,-66.80
23-January-2024,1458.85,1458.85,1353.50,1370.50,1386.590574060005064843,75027,4635,104031731.00,14900,19.86,105.35,-88.35
20-January-2024,1546.15,1546.15,1491.60,1503.85,1502.032096288866599799,7976,698,11980208.00,2492,31.24,54.55,-42.30
19-January-2024,1543.20,1543.20,1504.50,1518.45,1517.388706218727662616,13990,1373,21228268.00,3805,27.20,38.70,-24.75
18-January-2024,1521.60,1524.65,1459.80,1512.90,1490.964044454129439965,32123,2539,47894238.00,5952,18.53,64.85,-8.70
17-January-2024,1526.95,1535.95,1498.10,1530.55,1524.753686817516604750,17766,1785,27088774.00,4339,24.42,37.85,3.60
16-January-2024,1571.50,1571.50,1518.60,1527.45,1539.821004666887149524,27213,2336,41903149.00,9147,33.61,52.90,-44.05
15-January-2024,1540.90,1586.15,1537.95,1571.10,1576.305891729145758309,33878,3926,53402091.00,18694,55.18,48.20,30.20
12-January-2024,1551.50,1578.80,1529.90,1540.00,1560.229629318668401830,23821,1921,37166230.00,5870,24.64,48.90,-11.50
11-January-2024,1523.50,1560.50,1523.10,1545.80,1546.302620718118035493,19384,2000,29973530.00,5502,28.38,37.40,22.30
10-January-2024,1538.20,1538.20,1499.65,1522.00,1512.802908428101596861,25237,2309,38178607.00,9522,37.73,38.55,-16.20
9-January-2024,1504.45,1541.85,1498.70,1535.80,1524.887423082031077072,45178,2581,68891364.00,10127,22.42,43.15,31.35
8-January-2024,1534.85,1534.85,1486.25,1490.60,1500.582229047827994734,22790,2418,34198269.00,8095,35.52,48.60,-44.25
5-January-2024,1544.55,1555.55,1509.35,1518.95,1533.046976364378714331,44086,3282,67585909.00,15273,34.64,46.20,-25.60
4-January-2024,1458.00,1547.45,1456.50,1533.25,1523.168135433618898475,97701,6760,148815050.00,26409,27.03,90.95,75.25
3-January-2024,1444.95,1467.60,1433.60,1460.30,1454.802890620353298043,16813,1557,24459601.00,6964,41.42,34.00,15.35
2-January-2024,1459.35,1460.90,1433.05,1440.00,1447.107512709470909433,10622,1090,15371176.00,1869,17.60,27.85,-19.35
