Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,15600.00,15921.25,15450.00,15546.80,15724.699421965317919075,692,412,10881492.00,191,27.60,471.25,-53.20
27-June-2024,15675.55,15736.30,15498.00,15517.25,15587.022556390977443609,399,229,6219222.00,130,32.58,238.30,-158.30
26-June-2024,15665.25,15855.00,15550.00,15595.20,15709.685540950455005055,989,442,15536879.00,361,36.50,305.00,-70.05
25-June-2024,15992.25,16053.95,15570.00,15678.85,15771.714285714285714285,343,207,5409698.00,83,24.20,483.95,-313.40
24-June-2024,15985.95,16190.00,15473.45,15971.10,15792.113772455089820359,1169,437,18460981.00,642,54.92,716.55,-14.85
21-June-2024,15961.60,15984.90,15495.00,15781.50,15684.308080808080808080,1188,570,18632958.00,397,33.42,489.90,-180.10
20-June-2024,16389.95,16390.00,15893.50,15961.60,16085.493815413891531874,1051,533,16905854.00,446,42.44,496.50,-428.35
19-June-2024,17035.80,17200.00,15799.95,16216.55,16186.716441441441441441,13320,2046,215607063.00,4290,32.21,1400.05,-819.25
18-June-2024,17315.00,17625.30,17180.15,17203.90,17317.192090395480225988,177,88,3065143.00,76,42.94,445.15,-111.10
14-June-2024,17507.05,17777.00,17211.80,17309.15,17524.964871194379391100,427,269,7483160.00,126,29.51,565.20,-197.90
13-June-2024,17692.25,17700.00,17250.00,17372.10,17438.217777777777777777,450,273,7847198.00,175,38.89,450.00,-320.15
12-June-2024,17999.50,17999.50,17466.20,17691.15,17630.231788079470198675,302,182,5324330.00,156,51.66,533.30,-308.35
11-June-2024,17268.00,17945.00,17096.15,17716.65,17502.069131832797427652,622,362,10886287.00,157,25.24,848.85,448.65
10-June-2024,16999.85,17350.50,16999.85,17269.85,17192.109836065573770491,610,316,10487187.00,192,31.48,350.65,270.00
7-June-2024,17000.00,17422.70,16900.00,17000.90,17090.261829652996845425,317,174,5417613.00,95,29.97,522.70,0.90
6-June-2024,16890.00,17366.95,16689.05,16970.50,17092.182539682539682539,378,157,6460845.00,144,38.10,677.90,80.50
5-June-2024,16199.55,17400.05,15996.70,16803.60,17040.210227272727272727,176,91,2999077.00,86,48.86,1403.35,604.05
4-June-2024,17200.00,17550.00,15938.80,16331.35,16834.145552560646900269,371,179,6245468.00,156,42.05,1611.20,-868.65
3-June-2024,17801.10,18100.05,17056.75,17187.00,17329.454119850187265917,1068,437,18507857.00,357,33.43,1043.30,-614.10
31-May-2024,15910.00,17850.00,15488.10,17420.65,16616.366078280890253261,1303,595,21651125.00,611,46.89,2361.90,1510.65
30-May-2024,16400.00,16451.15,15796.65,15932.45,15967.449494949494949494,198,118,3161555.00,66,33.33,654.50,-467.55
29-May-2024,16888.80,16999.65,16300.00,16416.30,16547.661471861471861471,1155,466,19112549.00,247,21.39,699.65,-472.50
28-May-2024,16994.00,17450.00,15706.75,17121.10,16626.943547422557110393,8361,3206,139017875.00,2144,25.64,1743.25,127.10
27-May-2024,13400.80,16284.60,13290.65,16284.60,15378.559061118731900624,6561,1961,100898726.00,3016,45.97,2993.95,2883.80
24-May-2024,13275.10,13657.05,13200.10,13570.50,13416.098654708520179372,446,292,5983580.00,134,30.04,456.95,295.40
23-May-2024,13444.95,13494.10,13006.70,13264.00,13221.315118397085610200,549,308,7258502.00,207,37.70,487.40,-180.95
22-May-2024,13463.40,13655.10,13300.00,13329.55,13454.480392156862745098,204,141,2744714.00,78,38.24,355.10,-133.85
21-May-2024,14084.95,14084.95,13443.00,13454.25,13588.185185185185185185,216,152,2935048.00,116,53.70,641.95,-630.70
18-May-2024,13769.00,13848.00,13692.00,13806.70,13808.305555555555555555,36,20,497099.00,26,72.22,156.00,37.70
17-May-2024,13799.95,13863.95,13408.45,13641.50,13682.428985507246376811,345,221,4720438.00,122,35.36,455.50,-158.45
16-May-2024,13186.70,13436.95,13152.00,13393.10,13315.144508670520231213,519,291,6910560.00,182,35.07,284.95,206.40
15-May-2024,13087.80,13239.40,13004.05,13077.90,13105.877887788778877887,303,178,3971081.00,145,47.85,235.35,-9.90
14-May-2024,13127.35,13176.00,12978.50,13001.00,13052.153543307086614173,254,152,3315247.00,116,45.67,197.50,-126.35
13-May-2024,13024.00,13731.80,13024.00,13118.30,13230.442379182156133828,269,194,3558989.00,93,34.57,707.80,94.30
10-May-2024,13200.05,13499.00,13200.05,13432.25,13369.319767441860465116,172,114,2299523.00,56,32.56,298.95,232.20
9-May-2024,13401.60,13665.25,13246.20,13405.60,13483.652542372881355932,236,160,3182142.00,70,29.66,419.05,4.00
8-May-2024,13486.45,13486.50,13357.45,13380.15,13397.806451612903225806,124,103,1661328.00,43,34.68,129.05,-106.30
7-May-2024,13185.05,13505.20,13185.05,13378.75,13411.747368421052631578,190,146,2548232.00,60,31.58,320.15,193.70
6-May-2024,13595.10,13619.05,13364.45,13453.90,13505.684000000000000000,250,188,3376421.00,81,32.40,254.60,-141.20
