Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,44.50,45.33,44.10,44.53,44.557866746724422619,46633,572,2077867.00,24504,52.55,1.23,0.03
27-June-2024,46.10,46.29,43.73,44.07,44.730388109000825763,60550,613,2708425.00,26249,43.35,2.56,-2.03
26-June-2024,47.47,47.47,45.20,45.38,46.172286683979463746,150563,1340,6951838.00,72729,48.30,2.27,-2.09
25-June-2024,46.89,49.30,45.75,46.54,47.559951180236941991,156494,1422,7442847.00,56538,36.13,3.55,-0.35
24-June-2024,47.15,47.40,45.33,45.48,45.931996269210890577,168329,1467,7731687.00,95121,56.51,2.07,-1.67
21-June-2024,47.99,48.41,46.25,46.47,47.216358306113733682,173282,956,8181745.00,101056,58.32,2.16,-1.52
20-June-2024,47.74,48.39,46.94,47.23,47.741568505415236122,196021,1500,9358350.00,101955,52.01,1.45,-0.51
19-June-2024,44.35,48.34,42.30,46.81,47.042432231539337065,344408,1981,16201790.00,109704,31.85,6.04,2.46
18-June-2024,45.50,45.69,43.10,43.24,43.716099167822468793,288400,1811,12607723.00,187694,65.08,2.59,-2.26
14-June-2024,45.49,47.00,44.35,45.23,45.485240085402286602,506778,3508,23050919.00,230556,45.49,2.65,-0.26
13-June-2024,40.75,46.95,40.75,44.84,44.586496761604631775,545795,4122,24335087.00,194068,35.56,6.20,4.09
12-June-2024,40.73,41.32,39.92,40.06,40.637912139159632514,85772,700,3485595.00,37666,43.91,1.40,-0.67
11-June-2024,39.50,40.77,38.23,40.22,39.788526996900657930,91955,857,3658754.00,38326,41.68,2.54,0.72
10-June-2024,41.25,41.25,38.30,38.54,40.024169249543721718,185194,1611,7412236.00,115144,62.17,2.95,-2.71
7-June-2024,37.52,40.30,37.52,39.78,39.241060900055528172,160279,1150,6289518.00,110401,68.88,2.78,2.26
6-June-2024,37.25,38.25,36.25,37.46,37.698330205933350751,210505,1714,7935687.00,136473,64.83,2.00,0.21
5-June-2024,33.99,36.00,32.25,35.88,34.353897811400137546,123595,1082,4245970.00,65162,52.72,3.75,1.89
4-June-2024,35.80,35.80,31.79,33.32,33.816072047107724281,40418,343,1366778.00,26032,64.41,4.01,-2.48
3-June-2024,36.50,36.50,35.52,36.07,35.944305538192274034,63992,524,2300148.00,48603,75.95,0.98,-0.43
31-May-2024,35.97,35.97,34.35,35.39,34.851084604422863777,75788,719,2641294.00,61515,81.17,1.62,-0.58
30-May-2024,35.25,36.17,35.15,35.44,35.631428244187378307,69848,553,2488784.00,42142,60.33,1.02,0.19
29-May-2024,33.60,35.45,33.60,35.09,34.968466623764113964,17093,294,597716.00,9504,55.60,1.85,1.49
28-May-2024,34.55,35.50,34.05,34.54,34.731323767848114506,57359,305,1992154.00,43446,75.74,1.45,-0.01
27-May-2024,35.06,36.15,34.80,35.25,35.324616037335596096,58925,542,2081503.00,42118,71.48,1.35,0.19
24-May-2024,36.52,36.52,35.67,35.85,35.965669353860405615,90677,865,3261259.00,56740,62.57,0.85,-0.67
23-May-2024,37.43,37.45,35.60,35.80,36.302057947468183049,81246,763,2949397.00,49494,60.92,1.85,-1.63
22-May-2024,36.01,36.57,35.45,36.47,36.079597212314108544,36446,501,1314957.00,21544,59.11,1.12,0.46
21-May-2024,37.40,37.40,35.80,36.00,36.198823698178166690,27884,230,1009368.00,19021,68.21,1.60,-1.40
18-May-2024,37.26,37.26,36.25,36.47,36.486769667909785118,11262,127,410914.00,8378,74.39,1.01,-0.79
17-May-2024,36.10,36.75,35.45,36.53,36.170807714983576181,11873,210,429456.00,5296,44.61,1.30,0.43
16-May-2024,36.50,36.50,35.15,35.48,35.460569731632204135,18184,479,644815.00,13994,76.96,1.35,-1.02
15-May-2024,35.89,36.35,35.50,35.89,35.858821087588210875,24090,454,863839.00,16344,67.85,0.85,0.00
14-May-2024,35.94,36.10,35.51,35.67,35.896821537509393925,22621,403,812022.00,18900,83.55,0.59,-0.27
13-May-2024,36.86,36.86,34.80,35.24,35.250146593174621789,34108,688,1202312.00,17706,51.91,2.06,-1.62
10-May-2024,37.50,37.50,35.88,36.14,36.240766223270646309,45783,805,1659211.00,30538,66.70,1.62,-1.36
9-May-2024,36.15,37.53,36.15,36.51,36.882625519514641952,20933,714,772064.00,9709,46.38,1.38,0.36
