Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,19.31,20.00,19.31,19.69,19.758332748579047084,14251,180,281576.00,12253,85.98,0.69,0.38
27-June-2024,19.50,19.97,19.45,19.82,19.674442190669371196,10846,160,213389.00,8856,81.65,0.52,0.32
26-June-2024,20.00,20.02,19.43,19.50,19.556428616690957480,63124,385,1234480.00,57217,90.64,0.59,-0.50
25-June-2024,20.00,20.24,19.70,19.89,19.906552652714130486,21167,211,421362.00,17102,80.80,0.54,-0.11
24-June-2024,20.05,20.23,19.81,19.86,19.905175736762799173,28537,258,568034.00,23773,83.31,0.42,-0.19
21-June-2024,20.60,20.60,20.01,20.07,20.215842477078009920,13306,127,268992.00,10111,75.99,0.59,-0.53
20-June-2024,19.90,20.85,19.90,20.20,20.420021902982670875,31046,208,633960.00,22818,73.50,0.95,0.30
19-June-2024,20.00,20.59,20.00,20.12,20.229872881355932203,17936,137,362843.00,11556,64.43,0.59,0.12
18-June-2024,20.01,20.34,19.81,20.05,19.998778659185450324,82696,646,1653819.00,67381,81.48,0.53,0.04
14-June-2024,20.40,20.40,20.00,20.09,20.282045376022112173,17366,104,352218.00,13731,79.07,0.40,-0.31
13-June-2024,20.42,20.42,19.80,19.92,20.056563301468873863,21445,195,430113.00,9501,44.30,0.62,-0.50
12-June-2024,20.45,20.45,19.78,20.05,20.110836063584516442,41205,284,828667.00,21992,53.37,0.67,-0.40
11-June-2024,18.90,20.30,18.90,19.77,19.627072631943150666,37573,214,737448.00,31463,83.74,1.40,0.87
10-June-2024,19.30,19.75,19.30,19.61,19.634132164893141375,22366,153,439137.00,11603,51.88,0.45,0.31
7-June-2024,19.86,19.86,19.10,19.36,19.513185712696116612,62909,222,1227555.00,49427,78.57,0.76,-0.50
6-June-2024,20.00,20.00,19.17,19.50,19.462576793285454702,80899,357,1574503.00,72258,89.32,0.83,-0.50
5-June-2024,18.60,19.14,18.00,19.00,18.810588968392101248,93078,421,1750852.00,78356,84.18,1.14,0.40
4-June-2024,19.10,19.40,17.25,18.15,18.425599763880066472,155853,666,2871685.00,129286,82.95,2.15,-0.95
3-June-2024,19.73,19.75,19.11,19.26,19.299902758132956152,22624,159,436641.00,16090,71.12,0.64,-0.47
31-May-2024,19.40,19.84,19.25,19.34,19.486424335337071852,24787,252,483010.00,17648,71.20,0.59,-0.06
30-May-2024,19.95,19.96,19.48,19.56,19.803027073118738008,9382,100,185792.00,7456,79.47,0.48,-0.39
29-May-2024,19.50,20.33,19.50,19.99,20.051856776521986893,31587,210,633378.00,19050,60.31,0.83,0.49
28-May-2024,20.35,20.44,19.96,20.10,20.111763186929270640,42599,296,856741.00,24935,58.53,0.48,-0.25
27-May-2024,20.61,20.61,19.97,20.35,20.107598808989680629,24517,90,492978.00,22105,90.16,0.64,-0.26
24-May-2024,21.00,21.15,20.20,20.50,20.798094291907514450,44288,245,921106.00,37986,85.77,0.95,-0.50
23-May-2024,21.47,21.47,20.51,20.91,20.887772055158664229,12038,89,251447.00,9127,75.82,0.96,-0.56
22-May-2024,21.40,21.50,20.60,21.05,21.147254306290190756,64847,258,1371336.00,28475,43.91,0.90,-0.35
21-May-2024,21.00,21.52,21.00,21.11,21.198162729658792650,8382,60,177683.00,6719,80.16,0.52,0.11
18-May-2024,21.03,21.60,21.03,21.27,21.504486122369119825,35777,121,769366.00,32904,91.97,0.57,0.24
17-May-2024,21.13,21.74,20.96,21.43,21.351338748495788206,66480,230,1419437.00,50356,75.75,0.78,0.30
16-May-2024,20.43,21.50,20.43,21.06,21.063590998233044018,51501,304,1084796.00,37346,72.52,1.07,0.63
15-May-2024,20.91,21.04,20.25,20.43,20.626894322085269751,29694,251,612495.00,16841,56.72,0.79,-0.48
14-May-2024,19.81,21.05,19.81,20.79,20.669245901639344262,22875,125,472809.00,15773,68.95,1.24,0.98
13-May-2024,19.96,20.28,19.81,19.96,20.046324978879188960,7102,86,142369.00,4305,60.62,0.47,0.00
10-May-2024,20.51,20.76,20.15,20.37,20.333680656858250323,23993,475,487866.00,19308,80.47,0.61,-0.14
9-May-2024,21.27,21.28,20.57,20.63,20.692876849761725608,7974,399,165005.00,5206,65.29,0.71,-0.64
8-May-2024,20.76,21.55,20.73,21.29,21.264875344747549220,36621,437,778741.00,25355,69.24,0.82,0.53
7-May-2024,21.05,21.41,20.76,20.96,21.085426817692843131,15803,419,333213.00,8304,52.55,0.65,-0.09
6-May-2024,22.69,22.69,20.95,21.04,21.457456315479246287,52593,501,1128512.00,15809,30.06,1.74,-1.65
3-May-2024,21.77,22.36,21.50,21.91,21.844336714678024995,35686,587,779537.00,20082,56.27,0.86,0.14
2-May-2024,22.19,22.42,21.76,22.00,22.067784331987995446,9663,280,213241.00,6906,71.47,0.66,-0.19
30-April-2024,22.26,22.58,21.96,22.18,22.219059035061432424,63403,560,1408755.00,35654,56.23,0.62,-0.08
29-April-2024,22.99,23.30,22.22,22.32,22.596786918166822061,27886,510,630134.00,13969,50.09,1.08,-0.67
26-April-2024,21.85,23.80,21.59,22.98,22.918668012108980827,163515,1054,3747546.00,69737,42.65,2.21,1.13
25-April-2024,21.79,21.93,21.20,21.29,21.445282545597878668,111628,606,2393894.00,80130,71.78,0.73,-0.50
24-April-2024,20.87,22.40,20.72,22.04,21.883476589377573420,91561,673,2003673.00,63565,69.42,1.68,1.17
23-April-2024,20.01,21.01,20.01,20.47,20.616629760159685618,64126,605,1322062.00,23118,36.05,1.00,0.46
22-April-2024,20.75,20.75,19.97,20.12,20.080941156663018772,23758,518,477083.00,14708,61.91,0.78,-0.63
19-April-2024,19.85,20.10,19.47,19.86,19.801415964501171660,40114,651,794314.00,21174,52.78,0.63,0.01
18-April-2024,20.28,20.50,19.81,20.06,20.207240351716272396,27181,525,549253.00,14274,52.51,0.69,-0.22
16-April-2024,19.87,20.16,19.70,19.89,19.937362958631778979,27364,552,545566.00,20038,73.23,0.46,0.02
15-April-2024,19.26,20.21,19.26,19.91,19.843839387871853546,55936,718,1109985.00,34557,61.78,0.95,0.65
12-April-2024,21.34,21.34,20.40,20.56,20.820310213637693883,20502,440,426858.00,11389,55.55,0.94,-0.78
10-April-2024,20.91,21.38,20.64,21.02,21.077653666540451849,31692,381,667993.00,17839,56.29,0.74,0.11
9-April-2024,22.00,22.00,21.06,21.13,21.216774955699940933,13544,397,287360.00,9754,72.02,0.94,-0.87
8-April-2024,21.95,22.07,21.01,21.25,21.449515498688366614,37358,510,801311.00,23783,63.66,1.06,-0.70
5-April-2024,21.53,21.85,21.46,21.61,21.597291597291597291,9009,407,194570.00,4687,52.03,0.39,0.08
4-April-2024,21.10,22.00,21.10,21.78,21.636841519719641764,35954,481,777931.00,20551,57.16,0.90,0.68
3-April-2024,21.40,21.77,20.88,21.53,21.464314882032667876,44080,550,946147.00,17115,38.83,0.89,0.13
2-April-2024,21.30,21.45,20.56,20.82,20.834294517301311423,126580,637,2637205.00,91977,72.66,0.89,-0.48
1-April-2024,18.05,21.39,18.05,21.14,20.256121154568454173,282218,1529,5716642.00,111348,39.45,3.34,3.09
28-March-2024,18.53,18.78,17.77,17.92,18.126877014815680903,119738,617,2170476.00,83617,69.83,1.01,-0.61
27-March-2024,18.76,19.03,18.01,18.17,18.464299622733357673,164340,914,3034423.00,122346,74.45,1.02,-0.59
26-March-2024,19.46,19.46,18.70,18.76,18.913508200205447911,112924,735,2135789.00,91831,81.32,0.76,-0.70
22-March-2024,19.70,19.75,19.21,19.30,19.514826260165628606,188011,780,3669002.00,123927,65.91,0.54,-0.40
21-March-2024,19.29,19.83,19.21,19.39,19.509327150363600776,66419,601,1295790.00,44742,67.36,0.62,0.10
20-March-2024,19.73,20.03,19.05,19.21,19.316752376499922081,128340,676,2479112.00,93228,72.64,0.98,-0.52
19-March-2024,19.86,20.28,19.50,19.73,19.884733403126240929,83103,647,1652481.00,57171,68.80,0.78,-0.13
18-March-2024,19.46,20.42,19.46,20.36,20.097339924670433145,59472,445,1195229.00,53998,90.80,0.96,0.90
15-March-2024,20.39,20.45,19.55,19.83,19.943755262419309570,17815,448,355298.00,10276,57.68,0.90,-0.56
14-March-2024,18.70,20.30,18.62,19.97,19.796287809349220898,109100,849,2159775.00,69815,63.99,1.68,1.27
13-March-2024,20.18,20.30,18.50,18.77,18.947798594847775175,213500,1234,4045355.00,123636,57.91,1.80,-1.41
12-March-2024,21.37,21.60,20.00,20.09,20.471890707258391100,167916,626,3437558.00,112892,67.23,1.60,-1.28
11-March-2024,22.62,22.62,20.80,20.95,21.635685798508756719,40369,548,873411.00,26277,65.09,1.82,-1.67
7-March-2024,22.50,23.05,22.20,22.29,22.672760081594225639,38238,630,866961.00,23762,62.14,0.85,-0.21
6-March-2024,22.17,23.00,21.74,22.78,22.112259371833839918,69090,513,1527736.00,48465,70.15,1.26,0.61
5-March-2024,23.06,23.65,22.05,22.36,22.600191025346233440,113074,974,2555494.00,74517,65.90,1.60,-0.70
4-March-2024,23.91,24.49,23.27,23.31,23.446248473610420152,66333,453,1555260.00,43679,65.85,1.22,-0.60
2-March-2024,24.27,24.76,23.80,23.89,24.430909090909090909,6050,31,147807.00,5454,90.15,0.96,-0.38
1-March-2024,23.93,25.29,23.70,24.27,24.390223869912818078,132711,863,3236851.00,78436,59.10,1.59,0.34
29-February-2024,25.04,25.04,23.15,23.46,23.552166898715993723,45249,535,1065712.00,24677,54.54,1.89,-1.58
28-February-2024,24.98,24.98,23.75,24.55,24.383455539166435081,140337,847,3421901.00,119835,85.39,1.23,-0.43
27-February-2024,24.94,25.59,24.25,24.68,25.038751845144796311,131426,697,3290743.00,67472,51.34,1.34,-0.26
26-February-2024,26.00,26.10,24.80,24.88,25.252346784635304272,37072,544,936155.00,20068,54.13,1.30,-1.12
23-February-2024,25.45,26.70,24.70,25.92,26.000811380360838877,532426,1612,13843508.00,264792,49.73,2.00,0.47
22-February-2024,24.56,24.85,23.70,24.59,24.419146061022735354,42181,487,1030024.00,23919,56.71,1.15,0.03
21-February-2024,25.19,25.62,24.20,24.50,25.137039759204815903,171432,762,4309293.00,112331,65.53,1.42,-0.69
20-February-2024,24.42,25.55,24.42,25.04,25.156584259294859471,130045,812,3271488.00,78537,60.39,1.13,0.62
19-February-2024,25.44,26.10,24.30,24.51,25.604530579981405864,244163,931,6251679.00,155934,63.86,1.80,-0.93
16-February-2024,25.59,26.24,25.00,25.30,25.400700757067903717,111879,771,2841805.00,52537,46.96,1.24,-0.29
15-February-2024,26.15,26.15,24.56,25.28,25.332745180058561813,131485,623,3330876.00,94406,71.80,1.59,-0.87
14-February-2024,25.03,26.20,24.35,25.87,25.646013713027376007,99905,788,2562165.00,51518,51.57,1.85,0.84
13-February-2024,26.29,26.86,24.43,25.36,25.404850363315407036,97436,754,2475347.00,38738,39.76,2.43,-0.93
12-February-2024,28.15,28.15,25.75,26.48,26.601259847059756246,277494,1456,7381690.00,170674,61.51,2.40,-1.67
9-February-2024,28.20,28.99,25.21,28.16,27.634436858442722925,482907,2159,13344863.00,263235,54.51,3.78,-0.04
8-February-2024,25.32,29.40,25.16,27.98,27.705037608341405445,1146953,3248,31776376.00,772122,67.32,4.24,2.66
7-February-2024,25.06,25.61,24.80,24.93,25.122799497027892089,34992,348,879097.00,24294,69.43,0.81,-0.13
6-February-2024,25.24,25.48,24.72,25.05,24.989866234292663153,24670,438,616500.00,11695,47.41,0.76,-0.19
5-February-2024,25.29,26.38,24.80,24.97,25.823513947310161611,72272,651,1866317.00,41904,57.98,1.58,-0.32
2-February-2024,24.93,26.22,24.93,25.44,25.602946434611184661,206962,951,5298837.00,118579,57.30,1.29,0.51
1-February-2024,25.76,26.15,24.96,25.44,25.533601321857505733,40549,531,1035362.00,14823,36.56,1.19,-0.32
31-January-2024,25.51,26.25,25.47,25.73,25.811031091346482208,131773,870,3401197.00,65954,50.05,0.78,0.22
30-January-2024,24.54,26.19,24.54,25.49,25.590611073805018008,81905,707,2095999.00,37117,45.32,1.65,0.95
29-January-2024,24.99,25.60,24.50,24.53,24.897975456543301114,51419,519,1280229.00,35280,68.61,1.10,-0.46
25-January-2024,24.66,25.03,24.26,24.83,24.683773509403761504,49980,479,1233695.00,27934,55.89,0.77,0.17
24-January-2024,23.68,24.40,23.50,24.18,24.156423306423306423,113960,530,2752866.00,61338,53.82,0.90,0.50
23-January-2024,24.57,24.89,23.60,23.88,24.099744534623471164,132699,822,3198012.00,67669,50.99,1.29,-0.69
20-January-2024,25.29,25.29,24.30,24.58,24.611864454364243802,35619,370,876650.00,21558,60.52,0.99,-0.71
19-January-2024,25.45,25.45,24.62,24.79,24.882645922388672802,77901,423,1938383.00,43872,56.32,0.83,-0.66
18-January-2024,25.85,25.85,23.90,24.53,24.683672101479632019,119354,924,2946095.00,66676,55.86,1.95,-1.32
17-January-2024,24.75,26.14,24.70,25.30,25.302307253308693643,110391,902,2793147.00,67913,61.52,1.44,0.55
16-January-2024,26.30,26.30,24.21,24.84,25.308976751419018738,257220,1145,6509975.00,162123,63.03,2.09,-1.46
15-January-2024,27.06,27.06,25.60,25.87,25.987110885443112135,179221,899,4657436.00,94405,52.68,1.46,-1.19
12-January-2024,27.43,27.58,26.13,26.53,26.998783030509340028,117505,629,3172492.00,65780,55.98,1.45,-0.90
11-January-2024,27.48,28.40,27.06,27.28,27.732159990892976207,245964,1038,6821113.00,129928,52.82,1.34,-0.20
10-January-2024,26.29,28.40,25.97,27.20,27.457882461834501488,164219,1071,4509106.00,78136,47.58,2.43,0.91
9-January-2024,27.35,27.83,25.82,25.95,26.539191838780534548,135666,1125,3600466.00,78038,57.52,2.01,-1.40
8-January-2024,25.65,28.78,25.65,27.06,27.121207541574469055,350696,1712,9511299.00,187286,53.40,3.13,1.41
5-January-2024,24.95,26.80,24.45,25.27,25.560569967627374501,687618,1976,17575908.00,462158,67.21,2.35,0.32
4-January-2024,24.25,25.33,24.20,24.43,24.645380507343124165,74900,577,1845939.00,38195,50.99,1.13,0.18
3-January-2024,24.29,24.70,24.00,24.19,24.334812863320065290,34921,499,849796.00,24352,69.73,0.70,-0.10
2-January-2024,24.58,24.64,23.30,24.21,24.070394039628761360,124556,898,2998112.00,82985,66.62,1.34,-0.37
1-January-2024,23.60,24.80,23.60,24.12,24.389132694306501905,34636,479,844742.00,26314,75.97,1.20,0.52
29-December-2023,22.82,24.95,22.43,24.02,24.202624039551401443,351138,1621,8498461.00,204441,58.22,2.52,1.20
