Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2024,230.00,236.00,230.00,230.05,231.519847328244274809,1310,94,303291.00,1089,83.13,6.00,0.05
27-June-2024,236.10,239.00,228.00,230.30,233.107991014120667522,6232,329,1452729.00,4882,78.34,11.00,-5.80
26-June-2024,240.00,240.95,229.80,239.65,234.169659338815237455,5959,146,1395417.00,5393,90.50,11.15,-0.35
25-June-2024,230.50,241.30,230.50,237.95,238.385865724381625441,1415,113,337316.00,1185,83.75,10.80,7.45
24-June-2024,254.65,254.65,235.20,236.05,241.851851851851851851,837,70,202430.00,743,88.77,19.45,-18.60
21-June-2024,247.00,250.00,242.50,242.55,245.997990622906898861,1493,88,367275.00,1109,74.28,7.50,-4.45
20-June-2024,244.35,249.95,242.00,242.20,245.415649753800042817,9342,349,2292673.00,6898,73.84,7.95,-2.15
19-June-2024,235.05,249.40,235.05,249.00,247.948598130841121495,214,40,53061.00,194,90.65,14.35,13.95
18-June-2024,258.05,258.75,243.10,246.85,252.755156950672645739,4460,171,1127288.00,3402,76.28,15.65,-11.20
14-June-2024,259.00,260.95,250.00,255.85,257.256663918658972245,7278,383,1872314.00,4670,64.17,10.95,-3.15
13-June-2024,251.65,258.00,247.80,255.85,253.717891373801916932,3130,159,794137.00,2424,77.44,10.20,4.20
12-June-2024,253.50,257.20,241.70,251.80,248.970828658438852380,6239,343,1553329.00,4039,64.74,15.50,-1.70
11-June-2024,242.65,251.15,241.15,248.75,246.746253746253746253,2002,269,493986.00,1329,66.38,10.00,6.10
10-June-2024,231.95,246.00,231.95,241.15,243.220393559928443649,2795,316,679801.00,1736,62.11,14.05,9.20
7-June-2024,237.90,239.05,233.70,236.20,236.194613821138211382,1968,122,464831.00,1636,83.13,5.35,-1.70
6-June-2024,237.70,240.75,236.00,238.25,238.346932006633499170,3015,159,718616.00,2446,81.13,4.75,0.55
5-June-2024,232.00,237.70,230.70,233.00,231.144267690619857377,3646,66,842752.00,2508,68.79,7.00,1.00
4-June-2024,265.00,265.00,242.75,242.75,243.545222061205353337,11731,241,2857029.00,11252,95.92,22.25,-22.25
3-June-2024,260.00,265.00,251.95,255.50,256.036620809920558031,15483,581,3964215.00,11296,72.96,13.05,-4.50
31-May-2024,251.85,259.95,241.05,257.55,251.459749552772808586,3354,232,843396.00,2397,71.47,18.90,5.70
30-May-2024,256.20,256.20,246.10,248.15,249.130284396617986164,5204,381,1296474.00,3651,70.16,10.10,-8.05
29-May-2024,273.00,273.00,247.70,251.15,259.057428331310112989,10709,355,2774246.00,8676,81.02,25.30,-21.85
28-May-2024,277.45,277.45,254.00,260.60,262.209934587080948487,4892,207,1282731.00,4208,86.02,23.45,-16.85
27-May-2024,252.95,272.00,252.95,267.20,269.234152507714615012,26897,516,7241591.00,22632,84.14,19.05,14.25
